Name,LCD,PLD,LFPD,cm3_g,ASA_A2,ASA_m2_cm3,ASA_m2_g,NASA_A2,NASA_m2_cm3,NASA_m2_g,AV_A3,AV_VF,AV_cm3_g,NAV_A3,NAV_VF,NAV_cm3_g,OMS,chemical_formula,total_atoms
HIDMEO,3.70259,2.55733,3.46033,1.52219,0.0,0.0,0.0,4.10846,32.4949,21.3474,0.0,0.0,0.0,0.505735,0.0004,0.000262779,3.0,Zn3H30C54N2O16,105
HIFGIO,12.5848,12.05657,12.5848,0.731183,349.057,1676.3,2292.58,0.0,0.0,0.0,665.506,0.3196,0.4371,0.0,0.0,0.0,0.0,Zn3H32C44O10,89
HIFGOU,5.85401,4.72992,5.85401,1.10411,113.45,693.409,628.026,29.9079,182.797,165.561,63.1545,0.0386,0.0349603,5.89005,0.0036,0.00326055,0.0,Zn2H52C60N4O8,126
HIFTOG,7.95891,4.14066,7.95891,1.16582,842.557,1920.8,1647.6,0.0,0.0,0.0,394.783,0.09,0.077199,0.0,0.0,0.0,0.0,Zn16H48C96O52,212
HIFTOG01,15.08334,7.94198,15.08218,0.584242,970.607,2217.78,3796.0,0.0,0.0,0.0,1932.65,0.4416,0.755851,0.0,0.0,0.0,0.0,Zn8H24C48O26,106
HIFTOG02,7.88297,4.15104,7.88297,1.15793,845.29,1913.99,1652.94,0.0,0.0,0.0,388.64,0.088,0.0759977,0.0,0.0,0.0,0.0,Zn16H48C96O52,212
HIFVOI,9.00136,6.57223,9.00136,0.85431,1324.98,2135.22,2499.35,0.0,0.0,0.0,1084.69,0.1748,0.20461,0.0,0.0,0.0,0.0,Zn16H96C96N64,272
HIFVUO,7.50154,5.9811,7.50154,0.819546,1372.04,2121.08,2588.12,0.0,0.0,0.0,1397.21,0.216,0.263561,0.0,0.0,0.0,0.0,Zn16H96C96N64,272
HIFWAV,6.82644,4.81311,6.7091,1.14185,780.818,1345.45,1178.31,0.0,0.0,0.0,502.575,0.0866,0.0758419,0.0,0.0,0.0,0.0,Zn20H120C120N80,340
HIHGOW,7.39427,4.75889,7.07554,0.915891,1302.07,1939.86,2118.0,0.0,0.0,0.0,875.271,0.1304,0.142375,0.0,0.0,0.0,0.0,Zn8H136C180N8O48,380
HIHJUF,5.86901,4.91033,5.86855,1.47566,230.078,739.128,500.878,12.4334,39.9424,27.0674,107.704,0.0346,0.0234471,1.8677,0.0006,0.000406597,0.0,Zn12H60C72N48O24,216
HIHNUJ,8.1478,7.9546,8.13907,0.812993,858.446,2382.42,2930.43,0.0,0.0,0.0,937.565,0.2602,0.320052,0.0,0.0,0.0,0.0,In4H24C64O32,124
HIMSAY,5.16871,3.64786,5.09887,0.985668,163.038,768.114,779.283,101.787,479.545,486.518,44.1495,0.0208,0.0211024,26.7444,0.0126,0.0127832,0.0,Zn2H32C68N20,122
HITXUE,3.70388,1.01318,2.91651,2.05834,0.0,0.0,0.0,7.07228,21.2377,10.3179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al24P24C72N24O96,240
HIWLOO,4.60619,2.63453,4.4426,1.98702,0.0,0.0,0.0,53.4557,427.105,214.948,0.0,0.0,0.0,11.0139,0.0088,0.00442875,2.0,In4P6H24C30N6O24,94
HIWXER,3.22971,2.67895,3.21272,2.54951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zn10H8C8N36O8,70
HIWXER01,3.24098,2.75057,3.24098,2.51869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zn10C8N36O8,62
HOMZEP,8.52957,6.78202,8.52957,1.30479,691.906,1188.43,910.82,251.123,431.333,330.577,711.452,0.1222,0.093655,166.51,0.0286,0.0219193,12.0,Ga24H36C108O98,266
HOWPUF,7.93406,5.48339,7.91016,0.971712,745.975,2054.9,2114.72,0.0,0.0,0.0,707.894,0.195,0.200677,0.0,0.0,0.0,8.0,Zn8H48C68N16O32,172
HUTTIA,4.93965,2.94896,4.93965,1.29015,0.0,0.0,0.0,374.939,649.379,503.334,0.0,0.0,0.0,125.869,0.0218,0.0168972,0.0,Zn8H104C184N16O32F48,392
HUTZAX01,5.14597,3.91522,5.14597,1.41637,233.522,516.126,364.4,0.0,0.0,0.0,83.2512,0.0184,0.0129909,0.0,0.0,0.0,0.0,Zn12H96C168O60,336
HUTZEB,3.89243,2.46393,3.88968,1.37355,0.0,0.0,0.0,63.594,372.997,271.558,0.0,0.0,0.0,8.86573,0.0052,0.00378582,4.0,Na4Zn4H32C48O28,116
IBICAZ,9.97802,9.8426,9.97802,1.0723,301.471,1053.12,982.107,0.0,0.0,0.0,485.507,0.1696,0.158164,0.0,0.0,0.0,0.0,Zn6H90C66N12Cl6O12,192
IBICED,10.07018,9.94208,10.07018,1.22593,295.547,1031.51,841.413,0.0,0.0,0.0,481.924,0.1682,0.137202,0.0,0.0,0.0,0.0,Zn6H90C66Br6N12O12,192
IBICIH,9.99905,9.84285,9.99905,1.06849,302.926,1054.44,986.847,0.0,0.0,0.0,486.663,0.1694,0.158541,0.0,0.0,0.0,0.0,Zn6H90C66N12Cl6O12,192
IBICON,10.09823,9.93983,10.09823,1.22363,293.154,1021.24,834.601,0.0,0.0,0.0,486.849,0.1696,0.138604,0.0,0.0,0.0,0.0,Zn6H90C66Br6N12O12,192
IBICUT,10.14615,10.01365,10.14615,1.06845,308.893,1075.16,1006.29,0.0,0.0,0.0,495.878,0.1726,0.161543,0.0,0.0,0.0,0.0,Zn6H90C66N12Cl6O12,192
IBIDAA,10.20779,10.07678,10.20779,1.21075,303.054,1044.62,862.787,0.0,0.0,0.0,504.211,0.1738,0.143547,0.0,0.0,0.0,0.0,Zn6H90C66Br6N12O12,192
IBOTAU,6.68004,2.91754,6.68004,2.08909,0.0,0.0,0.0,98.8162,1209.85,579.13,0.0,0.0,0.0,68.9348,0.0844,0.0404005,0.0,Zn7P6O24,37
IBUYAH,4.28353,4.03476,4.28353,1.49492,93.2631,254.609,170.316,0.0,0.0,0.0,19.7801,0.0054,0.00361224,0.0,0.0,0.0,0.0,Zn8H92C148N28O32,308
ICAGAU,4.83585,2.54228,4.82605,2.02392,0.0,0.0,0.0,93.8042,712.97,352.271,0.0,0.0,0.0,25.2611,0.0192,0.00948653,0.0,Zn10P10O40,60
ICALOP,7.48996,6.00068,7.45144,0.796498,924.044,2435.0,3057.13,0.0,0.0,0.0,968.444,0.2552,0.320402,0.0,0.0,0.0,0.0,In4H32C68O32,136
IFENOY,7.29661,5.78947,7.29661,1.34939,98.282,540.083,400.241,0.0,0.0,0.0,67.695,0.0372,0.0275679,0.0,0.0,0.0,0.0,Zn4H48C72N8O12,144
IFENOY01,7.2447,5.77835,7.2447,1.33111,101.526,551.851,414.58,0.0,0.0,0.0,68.4378,0.0372,0.0279466,0.0,0.0,0.0,0.0,Zn4H44C72N8O12,140
IFENOY02,7.27251,5.76002,7.27251,1.32381,102.293,552.973,417.713,0.0,0.0,0.0,66.9652,0.0362,0.0273453,0.0,0.0,0.0,0.0,Zn4H44C72N8O12,140
IFEPUG,8.50415,8.15117,8.50415,1.34881,114.737,631.961,468.531,0.0,0.0,0.0,158.318,0.0872,0.0646494,0.0,0.0,0.0,0.0,Zn4H44C72N8O12,140
IFEQAN,8.4621,8.16286,8.4621,1.3489,119.774,659.743,489.098,0.0,0.0,0.0,153.225,0.0844,0.0625696,0.0,0.0,0.0,0.0,Zn4H44C72N8O12,140
IFEQIV,8.23002,7.90173,8.23002,1.3231,128.516,694.359,524.796,0.0,0.0,0.0,145.107,0.0784,0.0592547,0.0,0.0,0.0,0.0,Zn4H44C72N8O12,140
IGOCOX,12.1641,2.56229,12.1641,1.22663,0.0,0.0,0.0,390.987,1531.17,1248.27,0.0,0.0,0.0,522.45,0.2046,0.166799,2.0,Zn10H12C36N36Cl8,102
IJANAJ,4.15369,3.00882,4.14402,1.41576,0.0,0.0,0.0,40.3411,372.727,263.269,0.0,0.0,0.0,2.38111,0.0022,0.00155393,1.0,Zn3H22C38N4O12,79
IJANEN,4.00254,2.88482,4.00254,1.41537,0.0,0.0,0.0,76.2236,352.032,248.721,0.0,0.0,0.0,5.19659,0.0024,0.00169567,2.0,Zn6H44C76N8O24,158
IJEXUR,5.05755,2.858,5.05755,1.47624,0.0,0.0,0.0,93.4295,579.249,392.381,0.0,0.0,0.0,31.9363,0.0198,0.0134125,2.0,Zn5H34C46S2N12O18,117
ILOJEZ,4.06811,3.10596,4.05147,1.3886,0.0,0.0,0.0,67.9858,280.438,201.957,0.0,0.0,0.0,8.72739,0.0036,0.00259253,0.0,Zn4H68C92N24O16,204
IMACZN01,4.79524,3.4985,4.79524,1.42152,24.6551,320.198,225.251,0.0,0.0,0.0,4.00398,0.0052,0.00365807,0.0,0.0,0.0,0.0,Zn2H24C16N4O16,62
IRMOF-1,15.06638,7.91582,15.06638,0.593339,951.112,2207.08,3719.75,0.0,0.0,0.0,1909.05,0.443,0.746622,0.0,0.0,0.0,0.0,Zn8H24C48O26,106
IRMOF-6,15.03161,6.71406,15.03161,0.652773,953.221,2209.38,3384.61,0.0,0.0,0.0,1652.43,0.383,0.586728,0.0,0.0,0.0,0.0,Zn8H36C60O26,130
IRMOF-7,10.76467,4.73734,10.76467,0.709341,533.209,2475.57,3489.95,0.0,0.0,0.0,650.904,0.3022,0.426029,0.0,0.0,0.0,0.0,Zn4H18C36O13,71
ISEQIH,4.92293,4.26793,4.90311,1.74786,68.3505,721.711,412.912,0.0,0.0,0.0,24.813,0.0262,0.0149898,0.0,0.0,0.0,0.0,Ca6H20C24O28,78
ISIMAZ,3.00707,2.46824,2.89927,1.43344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zn4H76C76N16O20,192
ISOHEE,8.55224,6.29163,8.55224,0.84726,286.98,1836.33,2167.37,0.0,0.0,0.0,314.746,0.2014,0.237708,0.0,0.0,0.0,0.0,Zn2H22C36N6O8,74
ISOJOQ,5.96324,4.18126,5.95816,0.988783,734.379,2138.33,2162.59,0.0,0.0,0.0,296.041,0.0862,0.0871779,0.0,0.0,0.0,0.0,In4H112C80O32,228
ISUCUV,5.63872,3.87203,5.6203,1.06793,345.801,1372.68,1285.37,0.0,0.0,0.0,121.424,0.0482,0.0451342,0.0,0.0,0.0,4.0,Fe6H36C72O24,138
ITETEH,3.58044,2.59038,3.57962,1.56255,0.0,0.0,0.0,8.17066,115.478,73.9035,0.0,0.0,0.0,0.566042,0.0008,0.000511984,0.0,Fe3H6C21O15,45
IXURAV,4.71651,3.9269,4.71651,1.23753,177.187,397.05,320.84,92.3118,206.857,167.153,50.8736,0.0114,0.00921188,12.4953,0.0028,0.00226257,0.0,Zn8H112C144N32O32,328
IXUREZ,5.49131,3.77257,5.49131,1.16939,495.769,1352.74,1156.79,0.0,0.0,0.0,183.979,0.0502,0.0429284,0.0,0.0,0.0,0.0,Zn8H72C104N16O32,232
IXURID,5.42414,4.17526,5.42124,1.15055,299.195,1608.96,1398.43,0.0,0.0,0.0,126.078,0.0678,0.0589283,0.0,0.0,0.0,0.0,Zn4H34C52N8O16,114
IYIHUU,11.83739,10.43961,11.83739,0.634446,576.615,2052.53,3235.15,0.0,0.0,0.0,915.829,0.326,0.513834,0.0,0.0,0.0,0.0,Zn2H26C50Br2N2O8,90
IYUJAO,6.23359,4.26512,6.23359,1.39701,464.592,1110.62,794.997,11.9209,28.4973,20.3988,279.437,0.0668,0.0478165,0.0,0.0,0.0,3.0,In9H72C129O54,264
JASNAT,4.78374,3.98828,4.76573,1.2488,171.97,1051.12,841.699,0.0,0.0,0.0,52.3541,0.032,0.0256245,0.0,0.0,0.0,0.0,Zn4H32C52N4O16,108
JASNEX,3.25556,2.72372,3.23347,1.49567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zn2H20C34N2O8,66
JAVTAC,5.07778,3.93445,5.07772,2.02017,67.5569,653.575,323.525,0.0,0.0,0.0,22.9471,0.0222,0.0109892,0.0,0.0,0.0,0.0,Al10P10O40F2,62
JITPOS,5.87355,4.84468,5.87071,1.43517,695.941,1040.45,724.968,0.0,0.0,0.0,397.316,0.0594,0.0413888,0.0,0.0,0.0,8.0,Zn24H128C184S8N24O80,448
JIVFUQ,6.23742,5.26651,6.20112,1.14554,168.18,1739.73,1518.7,0.0,0.0,0.0,102.47,0.106,0.0925327,0.0,0.0,0.0,0.0,Zn2P4H12C12O16,46
KAFTUI,5.18489,3.11952,5.15884,1.51856,0.0,0.0,0.0,151.216,472.209,310.958,0.0,0.0,0.0,40.9897,0.0128,0.00842901,4.0,Zn8H48C102O28F36,222
KAFYAT,3.68992,2.80806,3.653,1.63276,0.0,0.0,0.0,31.046,146.558,89.7612,0.0,0.0,0.0,2.54201,0.0012,0.000734953,8.0,Zn10H36C68O36,150
KAMZUV,11.31874,3.75162,11.31874,0.903126,371.247,1483.03,1642.11,0.0,0.0,0.0,420.054,0.1678,0.185799,0.0,0.0,0.0,0.0,Zn6H56C48N24,134
KANCIN,4.67742,4.02213,4.66035,1.1872,187.495,969.545,816.667,0.0,0.0,0.0,43.7049,0.0226,0.0190364,0.0,0.0,0.0,0.0,Zn4H40C64N4O16,128
KANDEK,4.89293,3.30398,4.89293,1.3639,0.0,0.0,0.0,109.088,615.997,451.643,0.0,0.0,0.0,35.4182,0.02,0.0146638,0.0,Zn4H36C64N4O16F4,128
KANDIO,6.34814,4.18035,6.34814,1.16715,262.1,1266.53,1085.15,0.0,0.0,0.0,130.374,0.063,0.0539775,0.0,0.0,0.0,0.0,Zn4H36C64N4O16F4,128
KAVROQ,5.56636,2.87136,5.26257,1.8963,0.0,0.0,0.0,232.223,710.941,374.91,0.0,0.0,0.0,96.6861,0.0296,0.0156094,0.0,Zn24H48C48O96,216
KAXQIL,5.12409,3.76819,5.12409,1.55224,67.9327,461.021,297.004,0.0,0.0,0.0,23.2817,0.0158,0.0101789,0.0,0.0,0.0,0.0,Ca4H32C56S4O24,120
KAXQOR,4.50512,4.04434,4.50385,1.55363,61.3063,416.424,268.033,0.0,0.0,0.0,13.2499,0.009,0.00579289,0.0,0.0,0.0,0.0,Ca4H32C56S4O24,120
KAXQOR01,4.98984,3.66075,4.98812,1.5677,55.3404,379.305,241.95,0.0,0.0,0.0,19.8423,0.0136,0.00867513,0.0,0.0,0.0,0.0,Ca4H32C56S4O24,120
KAYBIX,5.6946,5.49039,5.6894,1.21439,148.948,1327.22,1092.91,0.0,0.0,0.0,92.6983,0.0826,0.0680179,0.0,0.0,0.0,0.0,Ca4H12C28N4O16,64
KAYBUJ,5.49315,5.23582,5.46639,1.19412,149.074,1306.18,1093.84,0.0,0.0,0.0,86.9672,0.0762,0.0638127,0.0,0.0,0.0,0.0,Ca4H12C28N4O16,64
KAYCIY,5.92381,4.85823,5.90445,0.977102,395.343,1889.62,1933.9,0.0,0.0,0.0,270.31,0.1292,0.132228,0.0,0.0,0.0,4.0,Ca6H18C42N6O24,96
KEDQAN,6.47084,4.69781,6.47084,1.24227,360.932,899.568,724.132,0.0,0.0,0.0,199.009,0.0496,0.0399269,0.0,0.0,0.0,0.0,Zn8H100C156N4O28,296
KEFBEE,11.08232,7.03728,11.08232,0.706119,797.159,2349.05,3326.7,0.0,0.0,0.0,1161.95,0.3424,0.484904,0.0,0.0,0.0,6.0,Zn6H18C54O24,102
KEFBOO,11.98727,8.05488,11.98727,0.72084,760.369,2287.34,3173.16,0.0,0.0,0.0,1100.99,0.3312,0.459464,0.0,0.0,0.0,6.0,Zn6H18C54O24,102
KENJEU,6.20715,3.67471,6.20272,1.18024,561.776,916.547,776.578,2.42262,3.95255,3.34894,318.722,0.052,0.0440589,0.0,0.0,0.0,8.0,Zn12H176C184N48O32,452
KEWZOD,8.2616,4.77363,8.2616,0.841576,637.291,2035.46,2418.63,0.0,0.0,0.0,582.981,0.1862,0.221251,0.0,0.0,0.0,0.0,Zn4H44C76N8O16,148
KEXKAB,4.09177,3.26763,4.07647,1.48331,0.0,0.0,0.0,80.6654,366.841,247.312,0.0,0.0,0.0,7.47633,0.0034,0.00229217,8.0,Zn8H48C64N8O32,160
KEXKEF,4.72338,2.79989,4.49578,1.24139,0.0,0.0,0.0,105.898,742.461,598.09,0.0,0.0,0.0,26.5293,0.0186,0.0149833,4.0,Zn4H36C38N4O16,98
KEXPOU,4.06064,2.7409,4.02482,1.33962,0.0,0.0,0.0,68.656,533.484,398.234,0.0,0.0,0.0,9.26594,0.0072,0.00537464,4.0,Zn4H32C36N4O16,92
KIDDOS,5.19881,3.52628,5.19881,1.34479,495.961,1149.14,854.514,0.0,0.0,0.0,156.236,0.0362,0.0269187,0.0,0.0,0.0,12.0,Zn12H84C96S12N16O54,274
KIGCEK,10.39364,10.27787,10.39364,0.990795,367.169,1329.61,1341.97,0.0,0.0,0.0,562.236,0.2036,0.205492,0.0,0.0,0.0,6.0,Zn6H78C60N12O18,174
KINHAS,4.54337,3.76529,4.54337,1.30097,97.181,684.699,526.299,0.0,0.0,0.0,24.6962,0.0174,0.0133746,0.0,0.0,0.0,0.0,Zn2H44C52S4N4O8,114
KINKAV,4.49986,3.74388,4.49755,1.21016,90.7567,456.71,377.395,0.0,0.0,0.0,18.6795,0.0094,0.00776754,0.0,0.0,0.0,0.0,Zn2H60C80N12O8,162
KIXXOG,3.83742,2.67446,3.83742,1.17163,0.0,0.0,0.0,89.3883,620.147,529.302,0.0,0.0,0.0,7.4953,0.0052,0.00443826,0.0,Ca4H24C48O16,92
KIYMIQ,7.09051,6.95471,7.08404,1.0379,288.769,1156.3,1114.07,0.0,0.0,0.0,245.24,0.0982,0.0946138,0.0,0.0,0.0,6.0,Na12H36C72O24,144
KOMGUP,4.68805,3.52352,4.66923,1.59631,119.081,801.791,502.278,0.0,0.0,0.0,24.6542,0.0166,0.010399,0.0,0.0,0.0,0.0,Zn8H24C20N32O12,96
KOMHAW,4.30719,2.83423,4.30719,1.67254,0.0,0.0,0.0,58.7931,399.108,238.623,0.0,0.0,0.0,7.95481,0.0054,0.00322861,0.0,Zn8H24C22N32O14,100
KUNWEW,5.28786,3.80654,5.25653,1.47108,198.852,714.732,485.855,0.0,0.0,0.0,77.9012,0.028,0.0190336,0.0,0.0,0.0,0.0,Zn8H60C100N12O32,212
LABGAY,4.46512,3.23821,4.458,1.46407,0.0,0.0,0.0,150.646,372.095,254.152,0.0,0.0,0.0,25.1013,0.0062,0.00423478,0.0,Zn8H108C136N24O32F24,332
LACGAZ,4.56845,2.51115,4.50302,1.18182,0.0,0.0,0.0,105.69,510.579,432.027,0.0,0.0,0.0,22.356,0.0108,0.00913843,4.0,Ca4H32C64O32,132
LACJAC,4.56325,3.36486,4.5484,1.59158,95.8198,603.205,378.997,0.0,0.0,0.0,22.2392,0.014,0.00879627,0.0,0.0,0.0,1.0,Zn7H28C44N18O16,113
LADHEF,6.83841,4.27158,6.83841,1.16057,490.683,1692.01,1457.91,0.0,0.0,0.0,343.939,0.1186,0.102191,0.0,0.0,0.0,4.0,Zn10H28C52N24O24,138
LAJDUV,2.77965,2.59241,2.77831,1.60255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ti3H12C12N3O24,54
LAJDUV01,2.79185,2.5501,2.78038,1.59892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ti3H12C12N3O24,54
LAJDUV02,2.78649,2.56299,2.77216,1.60178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ti3H12C12N3O24,54
LAJDUV03,2.79651,2.54844,2.78519,1.59533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ti3H12C12N3O24,54
LAWGEW,15.06245,7.93691,15.06245,0.591684,953.218,2205.79,3727.99,0.0,0.0,0.0,1901.43,0.44,0.74364,0.0,0.0,0.0,0.0,Zn8H24C48O26,106
LAWGIA,15.0745,7.93652,15.0745,0.590588,954.14,2203.84,3731.6,0.0,0.0,0.0,1906.69,0.4404,0.745697,0.0,0.0,0.0,0.0,Zn8H24C48O26,106
LAWGOG,15.0805,7.93827,15.06774,0.589428,956.176,2204.2,3739.56,0.0,0.0,0.0,1911.31,0.4406,0.747505,0.0,0.0,0.0,0.0,Zn8H24C48O26,106
LAWGUM,15.09972,7.93483,15.09972,0.58881,956.943,2203.66,3742.56,0.0,0.0,0.0,1912.45,0.4404,0.747949,0.0,0.0,0.0,0.0,Zn8H24C48O26,106
LAZJAZ,5.54191,3.38524,5.00952,1.27342,59.3421,487.505,382.83,0.0,0.0,0.0,20.6934,0.017,0.0133498,0.0,0.0,0.0,0.0,Zn2H30C41N4O14,91
LEGGEK,4.38053,3.59011,4.38053,1.51154,47.0515,496.847,328.702,0.047344,0.499936,0.330746,6.25021,0.0066,0.0043664,0.0,0.0,0.0,2.0,Zn4H16C24N12O8,64
LEGGIO,5.18429,3.8135,5.17203,1.17196,885.025,1811.5,1545.7,0.0,0.0,0.0,309.747,0.0634,0.0540974,0.0,0.0,0.0,8.0,Zn16H64C96N48O32,256
LEGGOU,4.37373,2.43151,4.37373,1.63905,0.0,0.0,0.0,103.476,233.929,142.722,0.0,0.0,0.0,20.3476,0.0046,0.00280651,8.0,Zn20H80C128N48O48,324
LEMNOH,4.05561,3.09524,4.05434,1.19418,0.0,0.0,0.0,148.716,688.948,576.921,0.0,0.0,0.0,23.3129,0.0108,0.00904386,0.0,Fe4C64N40,108
LETRIN,6.86119,5.90135,6.78981,1.44731,176.291,1390.73,960.902,0.0,0.0,0.0,139.945,0.1104,0.0762792,0.0,0.0,0.0,0.0,Zn6H16C28N12O12,74
LETROT,5.07506,4.57051,5.07506,1.67128,104.803,954.712,571.245,0.0,0.0,0.0,43.4708,0.0396,0.0236944,0.0,0.0,0.0,0.0,Zn6H16C28N12O12,74
LIBJAJ,3.31921,2.8984,3.31793,1.26255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ca4H40C32O16,92
LIDZUV,5.12552,3.77339,5.06598,1.54716,66.8713,452.333,292.363,0.0,0.0,0.0,23.6538,0.016,0.0103415,0.0,0.0,0.0,0.0,Ca4H32C56S4O24,120
LIFWOO,4.98366,4.55513,4.98366,1.07707,528.435,1109.74,1030.33,0.0,0.0,0.0,196.186,0.0412,0.038252,0.0,0.0,0.0,0.0,Zn4Si4H112C160N16F24,320
LIHRIE,3.80682,2.47646,3.8057,2.08632,0.0,0.0,0.0,9.00907,131.101,62.8387,0.0,0.0,0.0,0.82462,0.0012,0.000575176,8.0,Zn8H12C8N12O4,44
LIKFOB,4.37966,3.37801,4.37966,1.5872,39.2593,985.18,620.705,0.0,0.0,0.0,7.01358,0.0176,0.0110887,0.0,0.0,0.0,2.0,Zn2H2C10O8,22
LIRNEH,4.04228,2.51715,4.0368,1.15507,0.0,0.0,0.0,158.496,263.057,227.741,0.0,0.0,0.0,16.8705,0.0028,0.00242409,0.0,Zn8H192C200N40O32,472
LIWXIZ,4.12479,3.66059,4.09285,1.63001,18.0739,122.644,75.2409,0.0,0.0,0.0,2.06317,0.0014,0.00085889,0.0,0.0,0.0,0.0,Zn4H40C62N8O18,132
LOFZUB,8.36948,3.56551,8.36948,1.45872,455.672,1367.65,937.568,0.0,0.0,0.0,274.54,0.0824,0.056488,0.0,0.0,0.0,0.0,Al24P24O96,144
LOJFUL,11.50657,8.6404,11.49116,0.609882,994.698,1928.52,3162.12,32.1071,62.2492,102.068,1610.27,0.3122,0.511902,4.12626,0.0008,0.00131173,2.0,Na2Zn2H48C106N10O16,184
LOLQIM,4.99964,2.73654,4.98296,1.79928,0.0,0.0,0.0,61.6566,784.252,435.871,0.0,0.0,0.0,16.9816,0.0216,0.0120048,0.0,Zn2Ge2P6H6O24,40
LOQLEJ,14.68464,14.39641,14.68464,0.993806,423.825,1428.51,1437.41,0.0,0.0,0.0,893.039,0.301,0.302876,0.0,0.0,0.0,0.0,In6H30C48O30,114
LOQLIN,14.25816,13.92601,14.25816,0.950024,354.005,1351.09,1422.17,0.0,0.0,0.0,747.264,0.2852,0.300203,0.0,0.0,0.0,0.0,Ga6H24C48O30,108
LOWPUI,5.89625,5.01412,5.89625,1.29126,83.539,1328.33,1028.71,0.0,0.0,0.0,41.3817,0.0658,0.050958,0.0,0.0,0.0,2.0,Zn2H10C16N2O8,38
LOWQIX,8.78853,7.51009,8.78712,0.895525,947.24,2167.92,2420.84,0.0,0.0,0.0,1333.52,0.3052,0.340806,0.0,0.0,0.0,12.0,Zn14H32C64O40,150
LUPHIN,5.12922,2.56897,5.06085,2.07732,0.0,0.0,0.0,149.766,730.426,351.62,0.0,0.0,0.0,48.7994,0.0238,0.0114571,12.0,Fe16P16O64F8,104
LUPTAS,4.93044,3.81292,4.9089,1.42961,209.494,728.257,509.408,0.0,0.0,0.0,48.9031,0.017,0.0118913,0.0,0.0,0.0,8.0,Zn8H48C88N24O32,200
LURGEL,9.80097,6.59404,9.39638,0.532137,735.73,2446.48,4597.46,0.0,0.0,0.0,991.206,0.3296,0.619389,0.0,0.0,0.0,0.0,Zn2Si1H36C51N2O8,100
LUVTEC,10.454,10.05074,10.454,1.07967,537.055,1135.66,1051.85,0.0,0.0,0.0,855.954,0.181,0.167643,0.0,0.0,0.0,0.0,Zn12H96C120N8O40,276
MAFZOK,4.49041,2.53181,4.48098,2.00933,0.0,0.0,0.0,32.1207,459.905,228.884,0.0,0.0,0.0,6.56514,0.0094,0.00467817,3.0,Zn5P2H8C16O16,47
MAGBAZ,7.74379,4.25931,7.73545,0.9596,468.101,2199.48,2292.08,0.0,0.0,0.0,321.364,0.151,0.157357,0.0,0.0,0.0,0.0,Zn4P4H12C32O28,80
MAKXAZ,5.08726,4.83873,5.06957,1.27292,181.623,875.142,687.509,0.0,0.0,0.0,90.0702,0.0434,0.0340949,0.0,0.0,0.0,0.0,Zn4H56C80N4O16,160
MAPFIS,5.59771,4.30891,5.5706,1.06696,488.83,1486.84,1393.53,0.0,0.0,0.0,201.865,0.0614,0.0575468,0.0,0.0,0.0,8.0,Ti8H64C96O32,200
MAPFOY,4.52682,3.38698,4.51576,1.24538,209.992,540.566,434.058,0.0,0.0,0.0,35.7389,0.0092,0.00738733,0.0,0.0,0.0,8.0,Ti8H96C160O32,296
MATTOR,5.58364,3.90943,5.58364,1.24007,156.557,950.216,766.26,13.2412,80.3669,64.8083,48.7687,0.0296,0.0238696,2.30663,0.0014,0.00112897,0.0,Zn4H32C52N4O16,108
MATTUX,6.25712,5.16476,6.25712,1.06941,357.224,1608.06,1503.7,0.0,0.0,0.0,170.607,0.0768,0.0718156,0.0,0.0,0.0,0.0,Zn4H40C68N4O16,132
MATVAF,7.15643,5.90901,7.14557,0.87799,743.727,2007.3,2286.25,0.0,0.0,0.0,562.435,0.1518,0.172895,0.0,0.0,0.0,0.0,Zn4H48C96N8O24,180
MATVEJ,8.53091,6.65914,8.53091,0.716016,1083.27,2263.97,3161.9,0.0,0.0,0.0,1248.83,0.261,0.364517,0.0,0.0,0.0,0.0,Zn4H56C104N8O24,196
MATVIN,3.96403,2.68633,3.96403,1.62281,0.0,0.0,0.0,27.2467,258.48,159.28,0.0,0.0,0.0,5.05974,0.0048,0.00295784,0.0,Zn4H24C36N4O16,84
MAZSUD,5.33307,3.93087,5.33307,1.15662,170.519,1798.16,1554.67,0.0,0.0,0.0,62.2083,0.0656,0.056717,0.0,0.0,0.0,0.0,Zn3H12C20N6O8,49
