Name,LCD,PLD,LFPD,cm3_g,ASA_A2,ASA_m2_cm3,ASA_m2_g,NASA_A2,NASA_m2_cm3,NASA_m2_g,AV_A3,AV_VF,AV_cm3_g,NAV_A3,NAV_VF,NAV_cm3_g,OMS,chemical_formula,total_atoms
QEDZEG,4.67279,4.35368,4.65959,1.26775,301.27,839.083,661.87,0.0,0.0,0.0,87.6075,0.0244,0.0192468,0.0,0.0,0.0,0.0,Zn8H72C136O32,248
QIFLIC,5.58661,2.79398,5.58661,1.50094,0.0,0.0,0.0,115.326,565.248,376.596,0.0,0.0,0.0,43.2538,0.0212,0.0141245,0.0,Zn8H40C48N32O16,144
QIFLOI,5.67402,3.53015,5.67302,1.38747,311.78,663.112,477.928,116.566,247.92,178.685,54.5406,0.0116,0.00836053,30.0914,0.0064,0.00461271,0.0,Zn16H96C96N80O32,320
QIFLUO,4.97233,3.59683,4.96592,1.26745,327.393,1129.41,891.095,0.0,0.0,0.0,78.2671,0.027,0.0213027,0.0,0.0,0.0,0.0,Zn8H56C72N32O20,188
QOKCID,4.29842,3.87051,4.29842,1.71497,49.9358,434.74,253.496,0.0,0.0,0.0,15.3917,0.0134,0.00781353,0.0,0.0,0.0,0.0,Zn4H28C48O20,100
QOMDUS,5.73732,4.27265,5.65548,1.56934,108.93,1259.77,802.74,0.0,0.0,0.0,54.4747,0.063,0.0401443,0.0,0.0,0.0,2.0,Zn5H10C16O18,49
QOMFAA,5.35735,4.20957,5.26731,1.08192,142.696,1477.58,1365.71,0.0,0.0,0.0,51.7638,0.0536,0.0495418,0.0,0.0,0.0,0.0,Zn2H22C24N2O10,60
QONQEQ,7.40291,6.99895,7.40291,0.94449,125.55,1715.74,1816.58,0.0,0.0,0.0,111.519,0.1524,0.161357,0.0,0.0,0.0,0.0,Al2H10C16O10,38
QOVWOO,2.96169,2.73853,2.95687,1.71178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ga8H32C64O40,144
QUDJOP,6.19638,4.53832,6.17045,1.05792,368.76,1765.84,1669.17,0.0,0.0,0.0,192.123,0.092,0.0869633,0.0,0.0,0.0,4.0,Zn4H28C56N8O16,112
QUFFED,3.5402,2.92014,3.47345,1.54242,0.0,0.0,0.0,3.6373,26.0185,16.8686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zn4H44C52N8O16,124
QUPHUF,5.02709,3.72665,4.99488,1.27657,148.361,631.185,494.437,0.0,0.0,0.0,42.7794,0.0182,0.0142569,0.0,0.0,0.0,0.0,Zn4H64C82N8O24,182
QUQFIS,7.94677,5.42884,7.94677,0.862455,1461.68,2495.36,2893.32,0.0,0.0,0.0,1216.04,0.2076,0.240708,0.0,0.0,0.0,6.0,Zn12H48C120O48,228
QUQPOI,6.70522,4.34012,5.97724,0.773869,221.136,2291.22,2960.73,0.0,0.0,0.0,122.188,0.1266,0.163594,0.0,0.0,0.0,0.0,Zn1H12C24N6,43
